Age,Gender,Location,Highest_qualification,Stream,Current_Academic_Level,Grade_CGPA_Percentage,Technical_Skills,Soft_Skills,Languages_Known,Certifications,Fields_of_Interest,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,Suggested_Career_Path
22,Other,Vizag,MCA,Civil,Graduate,94.32,"JavaScript, Data Analysis, SQL",Creativity,"English, Telugu","Azure, Data Science",Cybersecurity,Hybrid,Social,Freelance Project,Employee of the Month,Data Analysis,Yes,Security Engineer
19,Female,Vizag,B.Sc,Mechanical,Working Professional,90.61,"SQL, HTML/CSS","Time Management, Teamwork, Leadership",Tamil,"AWS, Full Stack Development",Data Science,Office,Creative,None,Top Performer,Leadership,Yes,Data Scientist
26,Other,Vizag,B.Sc,IT,Working Professional,73.16,Python,"Leadership, Teamwork","Tamil, Kannada",AWS,AI/ML,Office,Analytical,Part-time Job,Employee of the Month,Problem Solving,Yes,Machine Learning Engineer
21,Other,Hyderabad,10th,EEE,Student,57.21,SQL,"Problem Solving, Teamwork","English, Telugu","Python, Data Science",Software Development,Office,Social,Research Assistant,Employee of the Month,Teamwork,Yes,Full Stack Developer
30,Other,Delhi,M.Tech,Mechanical,Working Professional,55.14,Java,Problem Solving,English,"Python, AWS",Marketing,Field Work,Analytical,Freelance Project,Top Performer,Teamwork,Yes,SEO Analyst
29,Male,Mumbai,M.Tech,ECE,Working Professional,65.85,React,"Time Management, Creativity","Hindi, Kannada",AWS,Marketing,Hybrid,Social,Research Assistant,Published Paper,Teamwork,No,SEO Analyst
23,Female,Bangalore,10th,Mechanical,Student,71.46,SQL,"Communication, Problem Solving, Leadership",English,,Software Development,Field Work,Creative,Freelance Project,None,Teamwork,Yes,Backend Developer
28,Male,Chennai,MCA,CSE,Graduate,94.81,Python,"Teamwork, Leadership","English, Tamil",,Management,Remote,Analytical,None,Awarded Best Project,Leadership,No,Project Manager
20,Male,Delhi,B.Sc,BBA,Working Professional,58.24,"C++, SQL","Problem Solving, Time Management",Tamil,Data Science,Marketing,Remote,Analytical,None,Top Performer,Data Analysis,Yes,Digital Marketing Specialist
22,Female,Amalapuram,M.Sc,Civil,Student,98.2,Python,"Problem Solving, Teamwork","Hindi, Marathi",Python,Cybersecurity,Hybrid,Creative,Startup Experience,Top Performer,Teamwork,No,Ethical Hacker
24,Female,Amalapuram,B.Tech,CSE,Student,76.09,"HTML/CSS, Java",Time Management,Telugu,,Software Development,Field Work,Technical,Part-time Job,Top Performer,Problem Solving,No,Frontend Developer
28,Male,Chennai,MCA,EEE,Working Professional,96.62,"JavaScript, React","Time Management, Communication",Hindi,AWS,Software Development,Hybrid,Social,Freelance Project,Employee of the Month,Leadership,Yes,Backend Developer
30,Female,Pune,10th,ECE,Working Professional,71.88,"Data Analysis, C++","Leadership, Creativity","Hindi, English",Azure,Software Development,Hybrid,Social,Research Assistant,Employee of the Month,Leadership,No,Backend Developer
25,Male,Pune,10th,Civil,Working Professional,52.71,"C++, Java, HTML/CSS",Time Management,English,"Full Stack Development, GCP",AI/ML,Field Work,Creative,Freelance Project,Published Paper,Programming,No,AI Researcher
18,Female,Hyderabad,12th,IT,Working Professional,89.17,"C++, SQL, Data Analysis",Communication,"Tamil, Hindi",Data Science,Software Development,Hybrid,Creative,Part-time Job,Employee of the Month,Leadership,No,Full Stack Developer
22,Other,Vizag,10th,IT,Graduate,64.62,"C++, SQL","Communication, Problem Solving, Creativity",Hindi,,Design,Field Work,Analytical,Freelance Project,None,Teamwork,No,UI/UX Designer
30,Male,Mumbai,M.Tech,IT,Working Professional,83.23,"Data Analysis, JavaScript",Problem Solving,"Tamil, English","Python, Machine Learning",Data Science,Remote,Social,Internship at XYZ,Hackathon Winner,Teamwork,Yes,Data Scientist
19,Female,Pune,MBA,EEE,Graduate,61.94,HTML/CSS,"Creativity, Time Management, Communication",Hindi,,Design,Remote,Technical,Startup Experience,Awarded Best Project,Leadership,No,Product Designer
19,Other,Vizag,MCA,BBA,Working Professional,87.21,Java,"Problem Solving, Leadership","Tamil, English",,Data Science,Hybrid,Social,Freelance Project,None,Leadership,No,Data Scientist
28,Other,Mumbai,B.Tech,ECE,Working Professional,58.28,"Data Analysis, React, JavaScript","Leadership, Communication",Hindi,Azure,AI/ML,Hybrid,Analytical,None,None,Leadership,No,AI Researcher
30,Female,Bangalore,M.Tech,BBA,Student,51.05,"SQL, C++, Node.js","Time Management, Leadership, Teamwork",Hindi,"Azure, Python",Software Development,Remote,Analytical,Internship at XYZ,None,Programming,No,Full Stack Developer
28,Male,Bangalore,B.Sc,BBA,Student,90.39,"Data Analysis, HTML/CSS","Creativity, Time Management",Hindi,,AI/ML,Office,Technical,Part-time Job,Published Paper,Leadership,Yes,AI Researcher
28,Other,Mumbai,B.Tech,Civil,Graduate,64.45,"Java, React, SQL","Leadership, Teamwork",Telugu,,Management,Hybrid,Social,Part-time Job,Awarded Best Project,Problem Solving,Yes,Project Manager
30,Other,Amalapuram,10th,IT,Working Professional,80.03,"Data Analysis, React, Node.js","Problem Solving, Creativity, Leadership","Marathi, Hindi",,Design,Field Work,Creative,Freelance Project,None,Problem Solving,Yes,UI/UX Designer
22,Male,Chennai,MBA,BBA,Student,87.26,C++,"Creativity, Problem Solving",Telugu,"Python, GCP",Marketing,Field Work,Creative,Startup Experience,Published Paper,Programming,No,Digital Marketing Specialist
20,Female,Pune,B.Tech,EEE,Student,74.21,"Node.js, Python","Communication, Creativity, Teamwork",Hindi,"Full Stack Development, AWS",Data Science,Hybrid,Creative,Research Assistant,None,Teamwork,Yes,Business Analyst
28,Other,Hyderabad,M.Sc,BBA,Graduate,67.54,"SQL, HTML/CSS, Node.js",Communication,"Hindi, Marathi",AWS,Design,Office,Technical,Part-time Job,Awarded Best Project,Programming,No,UI/UX Designer
22,Female,Bangalore,B.Tech,Civil,Working Professional,87.73,"JavaScript, React",Communication,"Tamil, Kannada","Python, AWS",AI/ML,Office,Social,Internship at XYZ,Employee of the Month,Data Analysis,Yes,Deep Learning Engineer
28,Female,Mumbai,MBA,Mechanical,Working Professional,78.24,"React, Data Analysis","Problem Solving, Leadership","Kannada, Telugu",,Management,Office,Technical,Internship at XYZ,Awarded Best Project,Leadership,Yes,Business Manager
24,Female,Amalapuram,B.Tech,EEE,Graduate,62.62,"Data Analysis, Node.js, JavaScript","Creativity, Teamwork, Problem Solving",Hindi,,Data Science,Office,Technical,Internship at XYZ,Employee of the Month,Project Management,No,Data Analyst
29,Male,Hyderabad,MBA,EEE,Student,96.79,"Java, C++, HTML/CSS",Time Management,"Tamil, English",,Cybersecurity,Hybrid,Creative,Startup Experience,Published Paper,Leadership,No,Cybersecurity Analyst
21,Female,Delhi,MCA,IT,Graduate,78.85,"Java, HTML/CSS",Time Management,English,,Cybersecurity,Hybrid,Social,Internship at XYZ,Awarded Best Project,Data Analysis,Yes,Ethical Hacker
20,Other,Hyderabad,B.Sc,Civil,Working Professional,71.45,"HTML/CSS, C++, SQL","Teamwork, Problem Solving",Telugu,"Data Science, Python",Design,Hybrid,Analytical,Research Assistant,Top Performer,Teamwork,Yes,UI/UX Designer
28,Female,Bangalore,B.Tech,CSE,Graduate,80.5,"React, Java, Python","Time Management, Problem Solving, Teamwork","Kannada, English",,Marketing,Hybrid,Analytical,Research Assistant,None,Problem Solving,Yes,Marketing Executive
23,Male,Hyderabad,B.Sc,Commerce,Graduate,66.62,"SQL, Python","Time Management, Communication",English,Machine Learning,Data Science,Office,Creative,Startup Experience,Employee of the Month,Programming,No,Data Scientist
20,Female,Vizag,10th,IT,Student,79.88,React,"Leadership, Communication, Time Management",Telugu,AWS,Design,Hybrid,Creative,Research Assistant,Employee of the Month,Data Analysis,Yes,Graphic Designer
20,Female,Hyderabad,10th,ECE,Graduate,93.95,React,Time Management,"Telugu, English",Machine Learning,Cybersecurity,Remote,Analytical,Research Assistant,Awarded Best Project,Leadership,No,Security Engineer
21,Female,Amalapuram,B.Sc,EEE,Working Professional,63.49,"HTML/CSS, Python","Communication, Teamwork, Creativity","Kannada, Hindi","Python, GCP",Data Science,Remote,Creative,Freelance Project,None,Data Analysis,Yes,Data Scientist
24,Other,Pune,MCA,CSE,Student,81.84,"Node.js, Data Analysis, SQL","Teamwork, Time Management, Problem Solving",Marathi,"Python, AWS",Marketing,Remote,Analytical,Internship at XYZ,None,Data Analysis,Yes,SEO Analyst
26,Female,Mumbai,12th,Mechanical,Student,60.53,"Node.js, C++","Time Management, Problem Solving","Telugu, English",Data Science,Management,Remote,Social,Internship at XYZ,Published Paper,Project Management,Yes,Project Manager
25,Female,Vizag,12th,IT,Working Professional,79.51,C++,"Communication, Teamwork","Kannada, English","Full Stack Development, Azure",Software Development,Hybrid,Creative,Freelance Project,Published Paper,Data Analysis,Yes,Frontend Developer
27,Female,Vizag,12th,Civil,Working Professional,91.78,"React, HTML/CSS, Node.js","Leadership, Time Management","Telugu, Marathi",,Design,Office,Social,Freelance Project,Employee of the Month,Programming,Yes,UI/UX Designer
29,Male,Hyderabad,M.Sc,IT,Working Professional,61.04,"Python, C++, Java",Teamwork,"English, Tamil",GCP,Software Development,Hybrid,Analytical,Internship at XYZ,Hackathon Winner,Leadership,No,Full Stack Developer
22,Female,Bangalore,MCA,BBA,Student,79.08,"Java, Data Analysis",Teamwork,"Tamil, Telugu","Full Stack Development, GCP",Design,Office,Social,Part-time Job,Employee of the Month,Programming,No,Product Designer
20,Other,Pune,M.Tech,IT,Graduate,94.31,"Node.js, Data Analysis",Time Management,"Kannada, Marathi",,Design,Remote,Creative,Internship at XYZ,Employee of the Month,Programming,Yes,Graphic Designer
23,Female,Delhi,M.Tech,ECE,Student,54.25,"JavaScript, SQL","Teamwork, Time Management, Problem Solving",English,,Data Science,Remote,Analytical,Freelance Project,Top Performer,Project Management,No,Business Analyst
28,Male,Delhi,M.Sc,IT,Student,64.0,"C++, HTML/CSS, JavaScript","Problem Solving, Creativity, Time Management",Marathi,"Machine Learning, Python",Design,Office,Social,Internship at XYZ,Published Paper,Leadership,Yes,Product Designer
29,Other,Amalapuram,MCA,CSE,Student,88.34,"SQL, Python","Teamwork, Communication",Telugu,Python,Software Development,Hybrid,Technical,Internship at XYZ,None,Project Management,Yes,Full Stack Developer
18,Male,Delhi,MCA,EEE,Graduate,76.81,C++,Leadership,"Hindi, Kannada",,Marketing,Remote,Analytical,Startup Experience,Awarded Best Project,Problem Solving,Yes,SEO Analyst
30,Female,Pune,10th,IT,Student,73.2,React,Leadership,"English, Marathi","Full Stack Development, GCP",Data Science,Field Work,Technical,None,Employee of the Month,Programming,Yes,Data Scientist
20,Male,Bangalore,MCA,CSE,Graduate,89.44,SQL,Problem Solving,"Hindi, Marathi",Machine Learning,Management,Office,Social,None,Published Paper,Problem Solving,No,Business Manager
21,Female,Vizag,B.Tech,CSE,Student,55.15,"Python, Node.js",Leadership,Hindi,"AWS, Data Science",Marketing,Office,Creative,Research Assistant,Published Paper,Programming,Yes,SEO Analyst
24,Other,Pune,M.Sc,IT,Working Professional,86.17,C++,"Communication, Time Management, Creativity","Tamil, Hindi","Data Science, Full Stack Development",Management,Hybrid,Technical,Internship at XYZ,Top Performer,Problem Solving,Yes,Business Manager
27,Other,Mumbai,M.Tech,Commerce,Graduate,66.69,React,"Problem Solving, Creativity","Kannada, English",,Marketing,Field Work,Technical,Internship at XYZ,None,Programming,Yes,SEO Analyst
27,Male,Chennai,10th,Civil,Student,55.45,"Data Analysis, SQL","Creativity, Teamwork, Leadership",Telugu,,Management,Office,Creative,Freelance Project,Awarded Best Project,Data Analysis,Yes,Business Manager
24,Other,Chennai,B.Sc,Mechanical,Student,61.66,"Python, C++",Leadership,"English, Tamil",,AI/ML,Hybrid,Technical,Freelance Project,Hackathon Winner,Data Analysis,Yes,Machine Learning Engineer
25,Female,Pune,MBA,Civil,Working Professional,62.85,"Python, Java, C++","Time Management, Teamwork","Kannada, Marathi",,AI/ML,Field Work,Social,Part-time Job,Published Paper,Teamwork,No,AI Researcher
25,Other,Pune,B.Sc,ECE,Student,95.08,"Node.js, JavaScript",Communication,"Tamil, Kannada",Python,Management,Field Work,Analytical,Part-time Job,None,Leadership,Yes,Project Manager
22,Female,Hyderabad,MCA,CSE,Graduate,73.65,SQL,"Problem Solving, Teamwork",Tamil,,AI/ML,Office,Social,Freelance Project,Top Performer,Data Analysis,No,Deep Learning Engineer
27,Female,Chennai,10th,Civil,Working Professional,96.59,"Data Analysis, Node.js","Leadership, Time Management, Problem Solving",Hindi,,Design,Remote,Technical,Internship at XYZ,Employee of the Month,Project Management,No,UI/UX Designer
28,Male,Hyderabad,B.Tech,Commerce,Graduate,84.39,"Data Analysis, HTML/CSS","Communication, Leadership",Tamil,,Marketing,Hybrid,Social,Freelance Project,Hackathon Winner,Problem Solving,Yes,Marketing Executive
29,Male,Pune,MBA,Mechanical,Graduate,59.49,"Data Analysis, Java","Leadership, Time Management, Creativity",Marathi,,Design,Remote,Social,None,None,Project Management,No,UI/UX Designer
25,Female,Delhi,M.Tech,Mechanical,Student,50.21,"HTML/CSS, React, C++",Teamwork,"English, Kannada","Data Science, Python",AI/ML,Hybrid,Technical,Part-time Job,Employee of the Month,Programming,Yes,AI Researcher
26,Male,Hyderabad,MBA,Civil,Working Professional,52.28,"React, SQL, HTML/CSS",Teamwork,"Hindi, Marathi",Python,Data Science,Field Work,Creative,Startup Experience,Hackathon Winner,Teamwork,Yes,Data Analyst
20,Male,Vizag,M.Tech,Commerce,Graduate,76.34,C++,"Problem Solving, Teamwork, Leadership","Hindi, Kannada",,Software Development,Office,Analytical,Startup Experience,Top Performer,Project Management,No,Full Stack Developer
27,Other,Bangalore,10th,Civil,Student,69.17,HTML/CSS,"Communication, Problem Solving, Leadership",Kannada,Python,AI/ML,Field Work,Creative,Freelance Project,Awarded Best Project,Problem Solving,No,Machine Learning Engineer
22,Female,Chennai,M.Sc,Mechanical,Graduate,66.5,"Data Analysis, SQL, C++","Problem Solving, Teamwork, Creativity",Hindi,Azure,Marketing,Office,Creative,Research Assistant,None,Project Management,No,SEO Analyst
18,Female,Vizag,M.Sc,Civil,Graduate,70.15,"JavaScript, SQL, Python",Communication,"Tamil, Hindi",,Cybersecurity,Remote,Social,Part-time Job,Top Performer,Problem Solving,Yes,Ethical Hacker
30,Other,Mumbai,MCA,IT,Working Professional,85.2,"Data Analysis, HTML/CSS, Node.js","Time Management, Teamwork",Marathi,,Data Science,Remote,Technical,None,Published Paper,Programming,No,Business Analyst
29,Male,Vizag,M.Tech,CSE,Graduate,98.39,SQL,"Problem Solving, Time Management, Teamwork",Kannada,,Marketing,Office,Social,Startup Experience,None,Leadership,Yes,Marketing Executive
18,Male,Mumbai,10th,BBA,Student,53.35,"Java, SQL",Leadership,English,"Data Science, GCP",Data Science,Field Work,Social,Research Assistant,None,Programming,No,Business Analyst
28,Male,Vizag,B.Sc,Civil,Working Professional,65.78,JavaScript,"Teamwork, Time Management, Creativity","Marathi, English",,Data Science,Office,Analytical,None,None,Problem Solving,No,Business Analyst
20,Male,Bangalore,M.Sc,Civil,Student,87.63,Java,"Creativity, Teamwork, Communication","English, Hindi",Azure,Marketing,Hybrid,Creative,Part-time Job,Employee of the Month,Project Management,No,Marketing Executive
19,Female,Bangalore,10th,EEE,Working Professional,89.31,"React, C++","Creativity, Leadership","Kannada, Hindi","AWS, GCP",AI/ML,Office,Creative,Freelance Project,Awarded Best Project,Leadership,No,AI Researcher
21,Other,Hyderabad,B.Tech,IT,Working Professional,78.88,Java,"Communication, Problem Solving",Kannada,Machine Learning,AI/ML,Hybrid,Technical,Internship at XYZ,Hackathon Winner,Leadership,No,AI Researcher
29,Female,Delhi,MBA,Civil,Graduate,56.09,"Python, JavaScript","Communication, Time Management",Hindi,"Full Stack Development, GCP",Data Science,Hybrid,Analytical,None,None,Problem Solving,Yes,Data Analyst
18,Male,Delhi,B.Tech,EEE,Graduate,99.53,JavaScript,"Time Management, Teamwork, Leadership","Telugu, Tamil",,Design,Remote,Technical,Research Assistant,Published Paper,Data Analysis,Yes,Product Designer
24,Female,Hyderabad,10th,EEE,Working Professional,80.77,"Java, JavaScript, Python","Communication, Creativity, Time Management","Telugu, Marathi","Data Science, Python",Design,Field Work,Creative,None,Hackathon Winner,Problem Solving,Yes,Graphic Designer
21,Other,Mumbai,B.Tech,Civil,Working Professional,94.46,"Java, C++, HTML/CSS",Communication,English,,Design,Remote,Social,Internship at XYZ,Employee of the Month,Problem Solving,No,UI/UX Designer
26,Male,Hyderabad,12th,Mechanical,Graduate,87.45,"SQL, React, JavaScript","Problem Solving, Teamwork","English, Tamil","Python, Full Stack Development",Design,Hybrid,Analytical,Research Assistant,Hackathon Winner,Leadership,No,Graphic Designer
18,Female,Pune,B.Tech,BBA,Student,59.05,"React, Node.js",Creativity,English,Python,Management,Field Work,Creative,Startup Experience,Employee of the Month,Project Management,Yes,Project Manager
25,Male,Amalapuram,M.Tech,IT,Student,91.61,"Python, Node.js, React","Creativity, Teamwork","Kannada, Tamil",,Marketing,Office,Creative,None,Awarded Best Project,Problem Solving,No,SEO Analyst
29,Female,Hyderabad,10th,Mechanical,Student,70.77,"React, Node.js, JavaScript",Time Management,Telugu,GCP,Management,Remote,Technical,Internship at XYZ,Awarded Best Project,Programming,Yes,Business Manager
22,Male,Hyderabad,B.Sc,Mechanical,Student,98.15,"Node.js, C++, Java","Leadership, Communication, Teamwork",Tamil,"Python, Data Science",Marketing,Field Work,Analytical,Internship at XYZ,Hackathon Winner,Teamwork,Yes,Digital Marketing Specialist
